"","siteID","diet","totalcount","routeID","easting","northing"
"6667","176_09","Omnivorous",14,176,488233,3580533
"6668","176_09","Seeds",117,176,488233,3580533
"6669","176_09","Trunk arthropods",1,176,488233,3580533
"6670","176_09","Aerial arthropods",2,176,488233,3580533
"6671","176_10","Aerial arthropods",3,176,489349,3580135
"6672","176_10","Foliage arthropods",7,176,489349,3580135
"6673","176_10","Ground arthropods",12,176,489349,3580135
"6674","176_10","Omnivorous",24,176,489349,3580135
"6675","176_10","Seeds",178,176,489349,3580135
"6676","176_10","Trunk arthropods",8,176,489349,3580135
"6677","176_10","Nectar",2,176,489349,3580135
"6678","176_10","Vertebrates",3,176,489349,3580135
"6679","176_11","Foliage arthropods",5,176,491623,3580450
"6680","176_11","Ground arthropods",2,176,491623,3580450
"6681","176_11","Nectar",1,176,491623,3580450
"6682","176_11","Aerial arthropods",6,176,491623,3580450
"6683","176_11","Seeds",197,176,491623,3580450
"6684","176_11","Trunk arthropods",3,176,491623,3580450
"6685","176_11","Omnivorous",35,176,491623,3580450
"6686","176_12","Aerial arthropods",3,176,492139,3580703
"6687","176_12","Ground arthropods",15,176,492139,3580703
"6688","176_12","Nectar",1,176,492139,3580703
"6689","176_12","Omnivorous",7,176,492139,3580703
"6690","176_12","Foliage arthropods",15,176,492139,3580703
"6691","176_12","Trunk arthropods",18,176,492139,3580703
"6692","176_12","Vertebrates",2,176,492139,3580703
"6693","176_12","Seeds",219,176,492139,3580703
"6694","177_01","Foliage arthropods",24,177,492748,3579429
"6695","177_01","Fruits",5,177,492748,3579429
"6696","177_01","Nectar",2,177,492748,3579429
"6697","177_01","Omnivorous",53,177,492748,3579429
"6698","177_01","Seeds",301,177,492748,3579429
"6699","177_01","Ground arthropods",47,177,492748,3579429
"6700","177_01","Trunk arthropods",8,177,492748,3579429
"6701","177_02","Foliage arthropods",11,177,493296,3579777
"6702","177_02","Fruits",1,177,493296,3579777
"6703","177_02","Ground arthropods",41,177,493296,3579777
"6704","177_02","Omnivorous",28,177,493296,3579777
"6705","177_02","Seeds",371,177,493296,3579777
"6706","177_02","Trunk arthropods",26,177,493296,3579777
"6707","177_02","Vertebrates",4,177,493296,3579777
"6708","177_02","Nectar",2,177,493296,3579777
"6709","177_03","Foliage arthropods",5,177,494782,3579730
"6710","177_03","Ground arthropods",26,177,494782,3579730
"6711","177_03","Nectar",5,177,494782,3579730
"6712","177_03","Omnivorous",41,177,494782,3579730
"6713","177_03","Fruits",1,177,494782,3579730
"6714","177_03","Trunk arthropods",19,177,494782,3579730
"6715","177_03","Seeds",468,177,494782,3579730
"6716","177_04","Aerial arthropods",4,177,495443,3579170
"6717","177_04","Foliage arthropods",5,177,495443,3579170
"6718","177_04","Nectar",3,177,495443,3579170
"6719","177_04","Omnivorous",21,177,495443,3579170
"6720","177_04","Seeds",589,177,495443,3579170
"6721","177_04","Trunk arthropods",31,177,495443,3579170
"6722","177_04","Vertebrates",9,177,495443,3579170
"6723","177_04","Ground arthropods",32,177,495443,3579170
"6724","177_05","Foliage arthropods",2,177,493257,3580250
"6725","177_05","Fruits",1,177,493257,3580250
"6726","177_05","Ground arthropods",3,177,493257,3580250
"6727","177_05","Seeds",30,177,493257,3580250
"6728","177_05","Trunk arthropods",3,177,493257,3580250
"6729","177_05","Nectar",2,177,493257,3580250
"6730","177_05a","Foliage arthropods",30,177,493218,3580781
"6731","177_05a","Nectar",4,177,493218,3580781
"6732","177_05a","Omnivorous",4,177,493218,3580781
"6733","177_05a","Seeds",147,177,493218,3580781
"6734","177_05a","Trunk arthropods",27,177,493218,3580781
"6735","177_05a","Vertebrates",2,177,493218,3580781
"6736","177_05a","Ground arthropods",21,177,493218,3580781
"6737","177_06","Foliage arthropods",12,177,494603,3580431
"6738","177_06","Ground arthropods",46,177,494603,3580431
"6739","177_06","Nectar",4,177,494603,3580431
"6740","177_06","Seeds",479,177,494603,3580431
"6741","177_06","Trunk arthropods",55,177,494603,3580431
"6742","177_06","Vertebrates",6,177,494603,3580431
"6743","177_06","Omnivorous",8,177,494603,3580431
"6744","177_07","Ground arthropods",10,177,495682,3580748
"6745","177_07","Nectar",5,177,495682,3580748
"6746","177_07","Omnivorous",4,177,495682,3580748
"6747","177_07","Seeds",366,177,495682,3580748
"6748","177_07","Trunk arthropods",18,177,495682,3580748
"6749","177_07","Foliage arthropods",15,177,495682,3580748
"6750","177_08","Aerial arthropods",1,177,496431,3580641
"6751","177_08","Fruits",1,177,496431,3580641
"6752","177_08","Ground arthropods",4,177,496431,3580641
"6753","177_08","Nectar",3,177,496431,3580641
"6754","177_08","Foliage arthropods",21,177,496431,3580641
"6755","177_08","Seeds",293,177,496431,3580641
"6756","177_08","Trunk arthropods",20,177,496431,3580641
"6757","177_08","Omnivorous",3,177,496431,3580641
"6758","177_08a","Foliage arthropods",9,177,496308,3580600
"6759","177_08a","Ground arthropods",28,177,496308,3580600
"6760","177_08a","Nectar",5,177,496308,3580600
"6761","177_08a","Omnivorous",10,177,496308,3580600
"6762","177_08a","Seeds",200,177,496308,3580600
"6763","177_08a","Trunk arthropods",20,177,496308,3580600
"6764","177_08a","Vertebrates",1,177,496308,3580600
"6765","177_08a","Fruits",1,177,496308,3580600
"6766","177_09","Foliage arthropods",15,177,491304,3581197
"6767","177_09","Fruits",7,177,491304,3581197
"6768","177_09","Nectar",1,177,491304,3581197
"6769","177_09","Omnivorous",4,177,491304,3581197
"6770","177_09","Seeds",65,177,491304,3581197
"6771","177_09","Ground arthropods",4,177,491304,3581197
"6772","177_09","Trunk arthropods",2,177,491304,3581197
"6773","177_09a","Ground arthropods",19,177,491386,3581632
"6774","177_09a","Nectar",1,177,491386,3581632
"6775","177_09a","Omnivorous",4,177,491386,3581632
"6776","177_09a","Foliage arthropods",21,177,491386,3581632
"6777","177_09a","Trunk arthropods",26,177,491386,3581632
"6778","177_09a","Vertebrates",1,177,491386,3581632
"6779","177_09a","Seeds",135,177,491386,3581632
"6780","177_10","Aerial arthropods",4,177,492598,3581865
"6781","177_10","Fruits",1,177,492598,3581865
"6782","177_10","Ground arthropods",23,177,492598,3581865
"6783","177_10","Nectar",4,177,492598,3581865
"6784","177_10","Foliage arthropods",8,177,492598,3581865
"6785","177_10","Seeds",366,177,492598,3581865
"6786","177_10","Trunk arthropods",32,177,492598,3581865
"6787","177_10","Vertebrates",1,177,492598,3581865
"6788","177_10","Omnivorous",12,177,492598,3581865
"6789","177_11","Aerial arthropods",1,177,493625,3581616
"6790","177_11","Foliage arthropods",2,177,493625,3581616
"6791","177_11","Ground arthropods",29,177,493625,3581616
"6792","177_11","Omnivorous",7,177,493625,3581616
"6793","177_11","Seeds",444,177,493625,3581616
"6794","177_11","Fruits",1,177,493625,3581616
"6795","177_11","Trunk arthropods",25,177,493625,3581616
"6796","177_12","Foliage arthropods",15,177,494106,3581127
"6797","177_12","Ground arthropods",15,177,494106,3581127
"6798","177_12","Seeds",188,177,494106,3581127
"6799","177_12","Trunk arthropods",30,177,494106,3581127
"6800","177_12a","Foliage arthropods",9,177,494363,3581045
"6801","177_12a","Fruits",2,177,494363,3581045
"6802","177_12a","Ground arthropods",24,177,494363,3581045
"6803","177_12a","Aerial arthropods",2,177,494363,3581045
"6804","177_12a","Omnivorous",5,177,494363,3581045
"6805","177_12a","Seeds",157,177,494363,3581045
"6806","177_12a","Trunk arthropods",23,177,494363,3581045
"6807","177_12a","Nectar",4,177,494363,3581045
"6808","177_12a","Vertebrates",1,177,494363,3581045
"6809","178_01","Aerial arthropods",3,178,490805,3580650
"6810","178_01","Foliage arthropods",5,178,490805,3580650
"6811","178_01","Ground arthropods",21,178,490805,3580650
"6812","178_01","Omnivorous",70,178,490805,3580650
"6813","178_01","Seeds",121,178,490805,3580650
"6814","178_01","Trunk arthropods",2,178,490805,3580650
"6815","178_01","Vertebrates",2,178,490805,3580650
"6816","178_01","Nectar",1,178,490805,3580650
"6817","178_02","Foliage arthropods",11,178,489356,3581322
"6818","178_02","Fruits",2,178,489356,3581322
"6819","178_02","Ground arthropods",83,178,489356,3581322
"6820","178_02","Aerial arthropods",18,178,489356,3581322
"6821","178_02","Omnivorous",2,178,489356,3581322
"6822","178_02","Seeds",156,178,489356,3581322
"6823","178_02","Trunk arthropods",3,178,489356,3581322
"6824","178_02","Nectar",8,178,489356,3581322
"6825","178_02","Vertebrates",1,178,489356,3581322
"6826","178_03","Foliage arthropods",2,178,490397,3581589
"6827","178_03","Ground arthropods",7,178,490397,3581589
"6828","178_03","Omnivorous",52,178,490397,3581589
"6829","178_03","Seeds",102,178,490397,3581589
"6830","178_03","Trunk arthropods",4,178,490397,3581589
"6831","178_03","Vertebrates",2,178,490397,3581589
"6832","178_03","Aerial arthropods",4,178,490397,3581589
"6833","178_04","Aerial arthropods",1,178,495241,3581488
"6834","178_04","Foliage arthropods",12,178,495241,3581488
"6835","178_04","Nectar",3,178,495241,3581488
"6836","178_04","Omnivorous",54,178,495241,3581488
"6837","178_04","Seeds",175,178,495241,3581488
"6838","178_04","Ground arthropods",52,178,495241,3581488
"6839","178_04","Vertebrates",3,178,495241,3581488
"6840","178_04","Trunk arthropods",19,178,495241,3581488
"6841","178_05","Aerial arthropods",4,178,496177,3581441
"6842","178_05","Foliage arthropods",1,178,496177,3581441
"6843","178_05","Fruits",1,178,496177,3581441
"6844","178_05","Nectar",1,178,496177,3581441
"6845","178_05","Omnivorous",8,178,496177,3581441
"6846","178_05","Seeds",247,178,496177,3581441
"6847","178_05","Ground arthropods",20,178,496177,3581441
"6848","178_05","Trunk arthropods",18,178,496177,3581441
"6849","178_06","Aerial arthropods",1,178,490725,3582839
"6850","178_06","Foliage arthropods",15,178,490725,3582839
"6851","178_06","Ground arthropods",9,178,490725,3582839
"6852","178_06","Trunk arthropods",18,178,490725,3582839
"6853","178_06","Vertebrates",1,178,490725,3582839
"6854","178_06","Seeds",73,178,490725,3582839
"6855","178_07","Foliage arthropods",11,178,491508,3582438
"6856","178_07","Ground arthropods",21,178,491508,3582438
"6857","178_07","Omnivorous",3,178,491508,3582438
"6858","178_07","Seeds",108,178,491508,3582438
"6859","178_07","Trunk arthropods",25,178,491508,3582438
"6860","178_07","Nectar",4,178,491508,3582438
"6861","178_07","Vertebrates",4,178,491508,3582438
"6862","178_08","Aerial arthropods",3,178,492533,3582363
"6863","178_08","Foliage arthropods",7,178,492533,3582363
"6864","178_08","Fruits",2,178,492533,3582363
"6865","178_08","Nectar",4,178,492533,3582363
"6866","178_08","Omnivorous",3,178,492533,3582363
"6867","178_08","Seeds",171,178,492533,3582363
"6868","178_08","Trunk arthropods",12,178,492533,3582363
"6869","178_08","Ground arthropods",24,178,492533,3582363
"6870","178_09","Fruits",2,178,493854,3582353
"6871","178_09","Ground arthropods",30,178,493854,3582353
"6872","178_09","Nectar",3,178,493854,3582353
"6873","178_09","Seeds",213,178,493854,3582353
"6874","178_09","Trunk arthropods",11,178,493854,3582353
"6875","178_09","Vertebrates",1,178,493854,3582353
"6876","178_09","Omnivorous",17,178,493854,3582353
"6877","178_10","Foliage arthropods",13,178,494080,3582621
"6878","178_10","Fruits",1,178,494080,3582621
"6879","178_10","Ground arthropods",16,178,494080,3582621
"6880","178_10","Aerial arthropods",1,178,494080,3582621
"6881","178_10","Omnivorous",6,178,494080,3582621
"6882","178_10","Seeds",103,178,494080,3582621
"6883","178_10","Trunk arthropods",26,178,494080,3582621
"6884","178_10","Vertebrates",2,178,494080,3582621
"6885","178_10","Nectar",2,178,494080,3582621
"6886","178_11","Foliage arthropods",6,178,495038,3581971
"6887","178_11","Fruits",2,178,495038,3581971
"6888","178_11","Ground arthropods",59,178,495038,3581971
"6889","178_11","Aerial arthropods",1,178,495038,3581971
"6890","178_11","Seeds",122,178,495038,3581971
"6891","178_11","Trunk arthropods",17,178,495038,3581971
"6892","178_11","Vertebrates",3,178,495038,3581971
"6893","178_11","Omnivorous",76,178,495038,3581971
"6894","178_12","Fruits",1,178,496236,3582445
"6895","178_12","Ground arthropods",19,178,496236,3582445
"6896","178_12","Nectar",4,178,496236,3582445
"6897","178_12","Omnivorous",2,178,496236,3582445
"6898","178_12","Seeds",219,178,496236,3582445
"6899","178_12","Trunk arthropods",14,178,496236,3582445
"6900","178_12","Aerial arthropods",1,178,496236,3582445
"6901","179_01","Aerial arthropods",7,179,486361,3578171
"6902","179_01","Foliage arthropods",18,179,486361,3578171
"6903","179_01","Nectar",7,179,486361,3578171
"6904","179_01","Omnivorous",2,179,486361,3578171
"6905","179_01","Seeds",31,179,486361,3578171
"6906","179_01","Ground arthropods",46,179,486361,3578171
"6907","179_01","Vertebrates",2,179,486361,3578171
"6908","179_01","Trunk arthropods",6,179,486361,3578171
"6909","179_02","Foliage arthropods",18,179,486493,3579770
"6910","179_02","Ground arthropods",42,179,486493,3579770
"6911","179_02","Nectar",1,179,486493,3579770
"6912","179_02","Aerial arthropods",5,179,486493,3579770
"6913","179_02","Seeds",60,179,486493,3579770
"6914","179_02","Trunk arthropods",15,179,486493,3579770
"6915","179_02","Vertebrates",5,179,486493,3579770
"6916","179_02","Omnivorous",1,179,486493,3579770
"6917","179_03","Ground arthropods",35,179,487383,3579433
"6918","179_03","Omnivorous",3,179,487383,3579433
"6919","179_03","Seeds",80,179,487383,3579433
"6920","179_03","Foliage arthropods",17,179,487383,3579433
"6921","179_03","Trunk arthropods",9,179,487383,3579433
"6922","179_04","Ground arthropods",34,179,486309,3580403
"6923","179_04","Nectar",1,179,486309,3580403
"6924","179_04","Omnivorous",2,179,486309,3580403
"6925","179_04","Foliage arthropods",8,179,486309,3580403
"6926","179_04","Trunk arthropods",10,179,486309,3580403
"6927","179_04","Seeds",70,179,486309,3580403
"6928","179_05","Aerial arthropods",3,179,487563,3580450
"6929","179_05","Foliage arthropods",4,179,487563,3580450
"6930","179_05","Nectar",1,179,487563,3580450
"6931","179_05","Omnivorous",6,179,487563,3580450
"6932","179_05","Seeds",118,179,487563,3580450
"6933","179_05","Ground arthropods",15,179,487563,3580450
"6934","179_05","Vertebrates",1,179,487563,3580450
"6935","179_05","Trunk arthropods",7,179,487563,3580450
"6936","179_06","Aerial arthropods",1,179,486798,3581494
"6937","179_06","Foliage arthropods",13,179,486798,3581494
"6938","179_06","Ground arthropods",41,179,486798,3581494
"6939","179_06","Omnivorous",1,179,486798,3581494
"6940","179_06","Seeds",122,179,486798,3581494
"6941","179_06","Trunk arthropods",19,179,486798,3581494
"6942","179_06","Nectar",3,179,486798,3581494
"6943","179_07","Foliage arthropods",6,179,487095,3581487
"6944","179_07","Ground arthropods",5,179,487095,3581487
"6945","179_07","Nectar",3,179,487095,3581487
"6946","179_07","Aerial arthropods",2,179,487095,3581487
"6947","179_07","Seeds",23,179,487095,3581487
"6948","179_07","Trunk arthropods",4,179,487095,3581487
"6949","179_07","Omnivorous",3,179,487095,3581487
"6950","179_07a","Aerial arthropods",1,179,487129,3581516
"6951","179_07a","Foliage arthropods",5,179,487129,3581516
"6952","179_07a","Fruits",1,179,487129,3581516
"6953","179_07a","Omnivorous",8,179,487129,3581516
"6954","179_07a","Seeds",61,179,487129,3581516
"6955","179_07a","Trunk arthropods",2,179,487129,3581516
"6956","179_07a","Ground arthropods",5,179,487129,3581516
"6957","179_07a","Vertebrates",2,179,487129,3581516
"6958","179_08","Aerial arthropods",7,179,488862,3581535
"6959","179_08","Foliage arthropods",2,179,488862,3581535
"6960","179_08","Ground arthropods",13,179,488862,3581535
"6961","179_08","Omnivorous",11,179,488862,3581535
"6962","179_08","Seeds",149,179,488862,3581535
"6963","179_08","Trunk arthropods",3,179,488862,3581535
"6964","179_08","Nectar",1,179,488862,3581535
"6965","179_09","Aerial arthropods",15,179,486587,3582207
"6966","179_09","Ground arthropods",25,179,486587,3582207
"6967","179_09","Nectar",5,179,486587,3582207
"6968","179_09","Omnivorous",4,179,486587,3582207
"6969","179_09","Foliage arthropods",7,179,486587,3582207
"6970","179_09","Trunk arthropods",11,179,486587,3582207
"6971","179_09","Seeds",62,179,486587,3582207
"6972","179_10","Aerial arthropods",9,179,487552,3582300
"6973","179_10","Foliage arthropods",4,179,487552,3582300
"6974","179_10","Nectar",5,179,487552,3582300
"6975","179_10","Omnivorous",23,179,487552,3582300
"6976","179_10","Seeds",131,179,487552,3582300
"6977","179_10","Trunk arthropods",3,179,487552,3582300
"6978","179_10","Vertebrates",4,179,487552,3582300
"6979","179_10","Ground arthropods",13,179,487552,3582300
"6980","179_11","Aerial arthropods",2,179,488361,3582429
"6981","179_11","Foliage arthropods",1,179,488361,3582429
"6982","179_11","Ground arthropods",1,179,488361,3582429
"6983","179_11","Omnivorous",8,179,488361,3582429
"6984","179_11","Seeds",145,179,488361,3582429
"6985","179_11","Trunk arthropods",2,179,488361,3582429
"6986","179_11","Nectar",1,179,488361,3582429
"6987","179_12","Foliage arthropods",31,179,489232,3582088
"6988","179_12","Ground arthropods",72,179,489232,3582088
"6989","179_12","Nectar",2,179,489232,3582088
"6990","179_12","Omnivorous",4,179,489232,3582088
"6991","179_12","Seeds",99,179,489232,3582088
"6992","179_12","Aerial arthropods",130,179,489232,3582088
"6993","180_01","Aerial arthropods",1,180,498606,3582957
"6994","180_01","Ground arthropods",10,180,498606,3582957
"6995","180_01","Nectar",2,180,498606,3582957
"6996","180_01","Omnivorous",3,180,498606,3582957
"6997","180_01","Foliage arthropods",10,180,498606,3582957
"6998","180_01","Trunk arthropods",17,180,498606,3582957
"6999","180_01","Vertebrates",1,180,498606,3582957
"7000","180_01","Seeds",137,180,498606,3582957
"7001","180_01a","Foliage arthropods",25,180,498477,3582834
"7002","180_01a","Nectar",1,180,498477,3582834
"7003","180_01a","Omnivorous",6,180,498477,3582834
"7004","180_01a","Seeds",57,180,498477,3582834
"7005","180_01a","Trunk arthropods",10,180,498477,3582834
"7006","180_01a","Ground arthropods",12,180,498477,3582834
"7007","180_02","Foliage arthropods",56,180,499854,3581918
"7008","180_02","Fruits",2,180,499854,3581918
"7009","180_02","Ground arthropods",32,180,499854,3581918
"7010","180_02","Aerial arthropods",1,180,499854,3581918
"7011","180_02","Omnivorous",12,180,499854,3581918
"7012","180_02","Seeds",169,180,499854,3581918
"7013","180_02","Trunk arthropods",25,180,499854,3581918
"7014","180_02","Nectar",3,180,499854,3581918
"7015","180_02","Vertebrates",2,180,499854,3581918
"7016","180_03","Fruits",6,180,493257,3582939
"7017","180_03","Ground arthropods",37,180,493257,3582939
"7018","180_03","Nectar",1,180,493257,3582939
"7019","180_03","Foliage arthropods",38,180,493257,3582939
"7020","180_03","Seeds",215,180,493257,3582939
"7021","180_03","Trunk arthropods",33,180,493257,3582939
"7022","180_03","Vertebrates",4,180,493257,3582939
"7023","180_03","Omnivorous",4,180,493257,3582939
"7024","180_04","Foliage arthropods",41,180,494896,3583789
"7025","180_04","Fruits",2,180,494896,3583789
"7026","180_04","Ground arthropods",34,180,494896,3583789
"7027","180_04","Aerial arthropods",3,180,494896,3583789
"7028","180_04","Seeds",277,180,494896,3583789
"7029","180_04","Trunk arthropods",39,180,494896,3583789
"7030","180_04","Vertebrates",6,180,494896,3583789
"7031","180_04","Omnivorous",4,180,494896,3583789
"7032","180_05","Aerial arthropods",12,180,495831,3583116
"7033","180_05","Foliage arthropods",14,180,495831,3583116
"7034","180_05","Ground arthropods",25,180,495831,3583116
"7035","180_05","Nectar",1,180,495831,3583116
"7036","180_05","Omnivorous",13,180,495831,3583116
"7037","180_05","Fruits",2,180,495831,3583116
"7038","180_05","Trunk arthropods",31,180,495831,3583116
"7039","180_05","Seeds",463,180,495831,3583116
"7040","180_06","Aerial arthropods",7,180,496911,3583746
"7041","180_06","Foliage arthropods",24,180,496911,3583746
"7042","180_06","Nectar",1,180,496911,3583746
"7043","180_06","Omnivorous",6,180,496911,3583746
"7044","180_06","Seeds",248,180,496911,3583746
"7045","180_06","Trunk arthropods",44,180,496911,3583746
"7046","180_06","Vertebrates",2,180,496911,3583746
"7047","180_06","Ground arthropods",58,180,496911,3583746
"7048","180_07","Aerial arthropods",2,180,497591,3583591
"7049","180_07","Foliage arthropods",26,180,497591,3583591
"7050","180_07","Fruits",1,180,497591,3583591
"7051","180_07","Nectar",4,180,497591,3583591
"7052","180_07","Omnivorous",12,180,497591,3583591
"7053","180_07","Seeds",307,180,497591,3583591
"7054","180_07","Ground arthropods",28,180,497591,3583591
"7055","180_07","Vertebrates",2,180,497591,3583591
"7056","180_07","Trunk arthropods",42,180,497591,3583591
"7057","180_08","Foliage arthropods",18,180,498665,3583396
"7058","180_08","Ground arthropods",9,180,498665,3583396
"7059","180_08","Omnivorous",5,180,498665,3583396
"7060","180_08","Trunk arthropods",7,180,498665,3583396
"7061","180_08","Vertebrates",2,180,498665,3583396
"7062","180_08","Seeds",124,180,498665,3583396
"7063","180_08a","Foliage arthropods",23,180,498461,3583450
"7064","180_08a","Nectar",4,180,498461,3583450
"7065","180_08a","Omnivorous",12,180,498461,3583450
"7066","180_08a","Seeds",68,180,498461,3583450
"7067","180_08a","Ground arthropods",18,180,498461,3583450
"7068","180_08a","Vertebrates",1,180,498461,3583450
"7069","180_08a","Trunk arthropods",10,180,498461,3583450
"7070","180_09","Foliage arthropods",38,180,499329,3583176
"7071","180_09","Fruits",3,180,499329,3583176
"7072","180_09","Ground arthropods",42,180,499329,3583176
"7073","180_09","Aerial arthropods",2,180,499329,3583176
"7074","180_09","Seeds",262,180,499329,3583176
"7075","180_09","Trunk arthropods",56,180,499329,3583176
"7076","180_09","Vertebrates",2,180,499329,3583176
"7077","180_09","Omnivorous",18,180,499329,3583176
"7078","180_10","Foliage arthropods",42,180,497513,3584753
"7079","180_10","Ground arthropods",38,180,497513,3584753
"7080","180_10","Nectar",2,180,497513,3584753
"7081","180_10","Aerial arthropods",4,180,497513,3584753
"7082","180_10","Seeds",164,180,497513,3584753
"7083","180_10","Trunk arthropods",38,180,497513,3584753
"7084","180_10","Vertebrates",2,180,497513,3584753
"7085","180_10","Omnivorous",9,180,497513,3584753
"7086","180_11","Aerial arthropods",4,180,498498,3584039
"7087","180_11","Fruits",2,180,498498,3584039
"7088","180_11","Ground arthropods",32,180,498498,3584039
"7089","180_11","Nectar",1,180,498498,3584039
"7090","180_11","Foliage arthropods",47,180,498498,3584039
"7091","180_11","Seeds",161,180,498498,3584039
"7092","180_11","Trunk arthropods",20,180,498498,3584039
"7093","180_11","Vertebrates",3,180,498498,3584039
"7094","180_11","Omnivorous",13,180,498498,3584039
"7095","180_12","Foliage arthropods",39,180,499657,3584373
"7096","180_12","Fruits",1,180,499657,3584373
"7097","180_12","Ground arthropods",28,180,499657,3584373
"7098","180_12","Nectar",7,180,499657,3584373
"7099","180_12","Omnivorous",6,180,499657,3584373
"7100","180_12","Seeds",108,180,499657,3584373
"7101","180_12","Trunk arthropods",16,180,499657,3584373
"7102","180_12","Vertebrates",4,180,499657,3584373
"7103","180_12","Aerial arthropods",9,180,499657,3584373
"7104","181_01","Ground arthropods",23,181,502346,3586794
"7105","181_01","Seeds",102,181,502346,3586794
"7106","181_01","Trunk arthropods",5,181,502346,3586794
"7107","181_01","Foliage arthropods",13,181,502346,3586794
"7108","181_01a","Fruits",3,181,502544,3586772
"7109","181_01a","Ground arthropods",15,181,502544,3586772
"7110","181_01a","Nectar",1,181,502544,3586772
"7111","181_01a","Omnivorous",16,181,502544,3586772
"7112","181_01a","Seeds",156,181,502544,3586772
"7113","181_01a","Trunk arthropods",9,181,502544,3586772
"7114","181_01a","Vertebrates",1,181,502544,3586772
"7115","181_01a","Foliage arthropods",13,181,502544,3586772
"7116","181_02","Foliage arthropods",25,181,501681,3587344
"7117","181_02","Fruits",1,181,501681,3587344
"7118","181_02","Ground arthropods",10,181,501681,3587344
"7119","181_02","Seeds",60,181,501681,3587344
"7120","181_02","Trunk arthropods",6,181,501681,3587344
"7121","181_02","Vertebrates",1,181,501681,3587344
"7122","181_02","Nectar",1,181,501681,3587344
"7123","181_02a","Foliage arthropods",15,181,501584,3587504
"7124","181_02a","Fruits",1,181,501584,3587504
"7125","181_02a","Ground arthropods",20,181,501584,3587504
"7126","181_02a","Omnivorous",2,181,501584,3587504
"7127","181_02a","Seeds",88,181,501584,3587504
"7128","181_02a","Trunk arthropods",6,181,501584,3587504
"7129","181_02a","Aerial arthropods",1,181,501584,3587504
"7130","181_03","Aerial arthropods",1,181,502221,3587860
"7131","181_03","Foliage arthropods",42,181,502221,3587860
"7132","181_03","Ground arthropods",38,181,502221,3587860
"7133","181_03","Nectar",5,181,502221,3587860
"7134","181_03","Omnivorous",12,181,502221,3587860
"7135","181_03","Fruits",1,181,502221,3587860
"7136","181_03","Trunk arthropods",22,181,502221,3587860
"7137","181_03","Seeds",195,181,502221,3587860
"7138","181_04","Aerial arthropods",2,181,503791,3587423
"7139","181_04","Foliage arthropods",56,181,503791,3587423
"7140","181_04","Ground arthropods",35,181,503791,3587423
"7141","181_04","Seeds",139,181,503791,3587423
"7142","181_04","Trunk arthropods",7,181,503791,3587423
"7143","181_04","Vertebrates",1,181,503791,3587423
"7144","181_04","Omnivorous",5,181,503791,3587423
"7145","181_05","Foliage arthropods",35,181,501552,3588206
"7146","181_05","Fruits",1,181,501552,3588206
"7147","181_05","Ground arthropods",36,181,501552,3588206
"7148","181_05","Aerial arthropods",2,181,501552,3588206
"7149","181_05","Omnivorous",15,181,501552,3588206
"7150","181_05","Seeds",198,181,501552,3588206
"7151","181_05","Trunk arthropods",25,181,501552,3588206
"7152","181_05","Nectar",2,181,501552,3588206
"7153","181_06","Aerial arthropods",1,181,502498,3588215
"7154","181_06","Foliage arthropods",39,181,502498,3588215
"7155","181_06","Ground arthropods",36,181,502498,3588215
"7156","181_06","Nectar",5,181,502498,3588215
"7157","181_06","Omnivorous",8,181,502498,3588215
"7158","181_06","Fruits",5,181,502498,3588215
"7159","181_06","Trunk arthropods",23,181,502498,3588215
"7160","181_06","Vertebrates",1,181,502498,3588215
"7161","181_06","Seeds",295,181,502498,3588215
"7162","181_07","Aerial arthropods",4,181,501576,3589312
"7163","181_07","Ground arthropods",13,181,501576,3589312
"7164","181_07","Nectar",3,181,501576,3589312
"7165","181_07","Omnivorous",13,181,501576,3589312
"7166","181_07","Seeds",196,181,501576,3589312
"7167","181_07","Trunk arthropods",8,181,501576,3589312
"7168","181_07","Foliage arthropods",6,181,501576,3589312
"7169","181_08","Aerial arthropods",1,181,502275,3589489
"7170","181_08","Foliage arthropods",14,181,502275,3589489
"7171","181_08","Ground arthropods",9,181,502275,3589489
"7172","181_08","Omnivorous",17,181,502275,3589489
"7173","181_08","Seeds",378,181,502275,3589489
"7174","181_08","Trunk arthropods",12,181,502275,3589489
"7175","181_08","Nectar",6,181,502275,3589489
"7176","181_08","Vertebrates",2,181,502275,3589489
"7177","181_09","Foliage arthropods",54,181,501794,3590577
"7178","181_09","Fruits",3,181,501794,3590577
"7179","181_09","Ground arthropods",53,181,501794,3590577
"7180","181_09","Aerial arthropods",2,181,501794,3590577
"7181","181_09","Seeds",155,181,501794,3590577
"7182","181_09","Trunk arthropods",10,181,501794,3590577
"7183","181_09","Vertebrates",2,181,501794,3590577
"7184","181_09","Omnivorous",15,181,501794,3590577
"7185","181_10","Foliage arthropods",29,181,502189,3590837
"7186","181_10","Ground arthropods",51,181,502189,3590837
"7187","181_10","Nectar",4,181,502189,3590837
"7188","181_10","Aerial arthropods",35,181,502189,3590837
"7189","181_10","Seeds",150,181,502189,3590837
"7190","181_10","Trunk arthropods",3,181,502189,3590837
"7191","181_10","Vertebrates",2,181,502189,3590837
"7192","181_10","Omnivorous",48,181,502189,3590837
"7193","181_11","Aerial arthropods",9,181,501207,3591096
"7194","181_11","Foliage arthropods",23,181,501207,3591096
"7195","181_11","Ground arthropods",23,181,501207,3591096
"7196","181_11","Nectar",9,181,501207,3591096
